verified,id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_fr,description_en,background,foreground,border
true,cultures:africa:lomekwi,cultures-africa,-3300000,-3200000,Lomekwi 3,Lomekwi,https://fr.wikipedia.org/wiki/Lomekwi_3,https://en.wikipedia.org/wiki/Lomekwi,site archéolohique préhistorique,Kenyan archaeological site dated to 3.3 million years ago,oklch(76.9% 0.188 70.08),,
true,cultures:africa:oldowan,cultures-africa,-2600000,-1400000,Oldowayen,Oldowan,https://fr.wikipedia.org/wiki/Oldowayen,https://en.wikipedia.org/wiki/Oldowan,,Archaeological culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:acheulean,cultures-africa,-1750000,-200000,Acheuléen,Acheulean,https://fr.wikipedia.org/wiki/Acheuléen,https://en.wikipedia.org/wiki/Acheulean,culture préhistorique,Archaeological culture associated with Homo erectus,oklch(76.9% 0.188 70.08),,
true,cultures:africa:lupemban_culture,cultures-africa,-400000,-40000,Lupembien,Lupemban culture,https://fr.wikipedia.org/wiki/Lupembien,https://en.wikipedia.org/wiki/Lupemban_culture,,Ancient Central African culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:aterian,cultures-africa,-145000,-30000,Atérien,Aterian,https://fr.wikipedia.org/wiki/Atérien,https://en.wikipedia.org/wiki/Aterian,,Archaeological culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:sangoan,cultures-africa,-300000,-200000,Sangoen,Sangoan,https://fr.wikipedia.org/wiki/Sangoen,https://en.wikipedia.org/wiki/Sangoan,,Prehistoric culture in sub-Saharan Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:khormusan,cultures-africa,-42000,-18000,Khormousan,Khormusan,https://en.wikipedia.org/wiki/Khormusan,https://en.wikipedia.org/wiki/Khormusan,,Paleolithic archeological industry in Nubia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:iberomaurusian,cultures-africa,-25000,-10000,Ibéromaurusien,Iberomaurusian,https://fr.wikipedia.org/wiki/Ibéromaurusien,https://en.wikipedia.org/wiki/Iberomaurusian,,Archaeological culture in North Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:halfan_culture,cultures-africa,-22500,-15000,Halfan,Halfan culture,https://en.wikipedia.org/wiki/Halfan_culture,https://en.wikipedia.org/wiki/Halfan_culture,,Prehistoric people in the Upper Nile Valley,oklch(76.9% 0.188 70.08),,
true,cultures:africa:qadan_culture,cultures-africa,-15000,-10000,Qadan,Qadan culture,https://en.wikipedia.org/wiki/Qadan_culture,https://en.wikipedia.org/wiki/Qadan_culture,,"Culture in Upper Egypt approximately 15,000 years ago",oklch(76.9% 0.188 70.08),,
true,cultures:africa:mushabian_culture,cultures-africa,-14500,-12500,Mushabien,Mushabian culture,https://en.wikipedia.org/wiki/Mushabian_culture,https://en.wikipedia.org/wiki/Mushabian_culture,,Epipalaeolithic archaeological culture of the southern Levant,oklch(76.9% 0.188 70.08),,
true,cultures:africa:sebilian,cultures-africa,-15000,-12000,Sébilien,Sebilian,https://fr.wikipedia.org/wiki/Sébilien,https://en.wikipedia.org/wiki/Sebilian,,"A pre-historic archaeological culture in Egypt spanning the period c.13,000-10,000 BCE",oklch(76.9% 0.188 70.08),,
true,cultures:africa:eburran_industry,cultures-africa,-13000,1000,Éburrien,Eburran industry,https://fr.wikipedia.org/wiki/Éburrien,https://en.wikipedia.org/wiki/Eburran_industry,culture archéologique du Kenya,13000 BCE East African tool assemblage,oklch(76.9% 0.188 70.08),,
true,cultures:africa:magosian,cultures-africa,-10000,-6000,Magosien,Magosian,https://fr.wikipedia.org/wiki/Magosien,https://en.wikipedia.org/wiki/Magosian,,Archaeological culture in Africa.,oklch(76.9% 0.188 70.08),,
true,cultures:africa:capsian,cultures-africa,-7500,-4000,Capsien,Capsian,https://fr.wikipedia.org/wiki/Capsien,https://en.wikipedia.org/wiki/Capsian,,Culture centered in the Maghreb that lasted from about 9000 to 5400 cal BC,oklch(76.9% 0.188 70.08),,
true,cultures:africa:kiffian_culture,cultures-africa,-7700,-6200,Kiffiens,Kiffian culture,https://fr.wikipedia.org/wiki/Kiffiens,https://en.wikipedia.org/wiki/Kiffian_culture,peuple de chasseurs et éleveurs de l'Afrique néolithique,African Neolithic culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:prehistoric_egypt#faiyum_a_culture,cultures-africa,-6200,-3100,Prehistoric Egypt,Prehistoric Egypt,https://en.wikipedia.org/wiki/Prehistoric_Egypt#Faiyum_A_culture,https://en.wikipedia.org/wiki/Prehistoric_Egypt#Faiyum_A_culture,,Period before the First Dynasty of Egypt,oklch(76.9% 0.188 70.08),,
true,cultures:africa:tenerian_culture,cultures-africa,-5000,-2500,Culture ténéréenne,Tenerian culture,https://fr.wikipedia.org/wiki/Culture_ténéréenne,https://en.wikipedia.org/wiki/Tenerian_culture,culture préhistorique du Ténéré à l'époque du subpluvial néolithique,African Neolithic culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:savanna_pastoral_neolithic,cultures-africa,-3000,700,Néolithique pastoral de savane,Savanna Pastoral Neolithic,https://fr.wikipedia.org/wiki/Néolithique_pastoral_de_savane,https://en.wikipedia.org/wiki/Savanna_Pastoral_Neolithic,faciès culturel préhistorique d'Afrique orientale,Archaeological cultures of the Rift Valley of East Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:merimde_culture,cultures-africa,-5400,-4500,Culture de Mérimdé,Merimde culture,https://fr.wikipedia.org/wiki/Culture_de_Mérimdé,https://en.wikipedia.org/wiki/Merimde_culture,"village en gouvernorat de Gizeh, Égypte",Archaeological culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:tasian_culture,cultures-africa,-4600,-4350,Culture tassienne,Tasian culture,https://fr.wikipedia.org/wiki/Der_Tasa,https://en.wikipedia.org/wiki/Tasian_culture,site archéologique,Egyptian Predynastic culture from c. 4500 BC,oklch(76.9% 0.188 70.08),,
true,cultures:africa:badarian_culture,cultures-africa,-5000,-4000,Badari,Badarian culture,https://fr.wikipedia.org/wiki/Badari,https://en.wikipedia.org/wiki/Badarian_culture,site archéologique égyptien.,Prehistoric culture in Upper Egypt,oklch(76.9% 0.188 70.08),,
true,cultures:africa:prehistoric_egypt#el_omari_culture,cultures-africa,-4000,-3100,Culture El Omari,El Omari culture,https://en.wikipedia.org/wiki/Prehistoric_Egypt#El_Omari_culture,https://en.wikipedia.org/wiki/Prehistoric_Egypt#El_Omari_culture,,Period before the First Dynasty of Egypt,oklch(76.9% 0.188 70.08),,
true,cultures:africa:naqada_i,cultures-africa,-3900,-3500,Nagada I,Nagada I,https://fr.wikipedia.org/wiki/Culture_de_Nagada,https://en.wikipedia.org/wiki/Naqada_I,,Archaeological culture of prehistoric Upper Egypt,oklch(76.9% 0.188 70.08),,
true,cultures:africa:maadi-buto_culture,cultures-africa,-3900,-3500,Culture de Maadi-Bouto,Maadi-Buto culture,https://fr.wikipedia.org/wiki/Culture_de_Maadi-Bouto,https://en.wikipedia.org/wiki/Maadi-Buto_culture,,undefined,oklch(76.9% 0.188 70.08),,
true,cultures:africa:a-group_culture,cultures-africa,-3800,-2900,Groupe A,A-Group culture,https://en.wikipedia.org/wiki/A-Group_culture,https://en.wikipedia.org/wiki/A-Group_culture,,Ancient Egyptian culture from the late 4th millennium BC,oklch(76.9% 0.188 70.08),,
true,cultures:africa:naqada_ii,cultures-africa,-3500,-3300,Nagada II,Naqada II,https://fr.wikipedia.org/wiki/Culture_de_Nagada,https://en.wikipedia.org/wiki/Naqada_II,,Archaeological stage in prehistoric Egypt,oklch(76.9% 0.188 70.08),,
true,cultures:africa:naqada_iii,cultures-africa,-3300,-3150,Nagada III,Naqada III,https://fr.wikipedia.org/wiki/Nagada_III,https://en.wikipedia.org/wiki/Naqada_III,dynastie,Last phase of the Naqada culture of ancient Egyptian prehistory,oklch(76.9% 0.188 70.08),,
true,cultures:africa:sheikh_muftah_culture,cultures-africa,-3200,-2000,Sheikh Muftah culture,Sheikh Muftah culture,https://en.wikipedia.org/wiki/Sheikh_Muftah_culture,https://en.wikipedia.org/wiki/Sheikh_Muftah_culture,,Egyptian neolithic culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:early_dynastic_period_(egypt),cultures-africa,-3150,-2686,Période thinite,Early Dynastic Period (Egypt),https://fr.wikipedia.org/wiki/Période_thinite,https://en.wikipedia.org/wiki/Early_Dynastic_Period_(Egypt),période de l’Égypte ancienne immédiatement après l'unification de la Basse et de la Haute Égypte,"Era after unification, c. 3150–2686 BC",oklch(76.9% 0.188 70.08),,
true,cultures:africa:ancient_egypt,cultures-africa,-3100,-30,Égypte antique,Ancient Egypt,https://fr.wikipedia.org/wiki/Égypte_antique,https://en.wikipedia.org/wiki/Ancient_Egypt,civilisation antique d'Afrique du Nord,Cradle of civilization in Northeast Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:gash_group,cultures-africa,-3000,-1800,Gash Group,Gash Group,https://en.wikipedia.org/wiki/Gash_Group,https://en.wikipedia.org/wiki/Gash_Group,,"Neolithic, prehistoric culture",oklch(76.9% 0.188 70.08),,
true,cultures:africa:old_kingdom_of_egypt,cultures-africa,-2700,-2200,Ancien Empire,Old Kingdom of Egypt,https://fr.wikipedia.org/wiki/Ancien_Empire,https://en.wikipedia.org/wiki/Old_Kingdom_of_Egypt,période de 2700 à 2200 avant J.-C. en Égypte ancienne,Period in ancient Egyptian history (c. 2686–2181 BC),oklch(76.9% 0.188 70.08),,
true,cultures:africa:kerma_culture,cultures-africa,-2500,-1500,Culture Kerma,Kerma culture,https://en.wikipedia.org/wiki/Kerma_culture,https://en.wikipedia.org/wiki/Kerma_culture,,Ancient Sudanese kingdom,oklch(76.9% 0.188 70.08),,
true,cultures:africa:land_of_punt,cultures-africa,-2500,-1000,Pays de Pount,Land of Punt,https://fr.wikipedia.org/wiki/Pays_de_Pount,https://en.wikipedia.org/wiki/Land_of_Punt,pays disparu,Ancient trading confederation in the Horn of Africa (2500 BCE – 980 BCE),oklch(76.9% 0.188 70.08),,
true,cultures:africa:kintampo_complex,cultures-africa,-2500,-1400,Culture de Kintampo,Kintampo Complex,https://fr.wikipedia.org/wiki/Culture_de_Kintampo,https://en.wikipedia.org/wiki/Kintampo_Complex,culture néolithique au Ghana,Early West African complex,oklch(76.9% 0.188 70.08),,
true,cultures:africa:c-group_culture,cultures-africa,-2400,-1550,Groupe C,C-Group culture,https://en.wikipedia.org/wiki/C-Group_culture,https://en.wikipedia.org/wiki/C-Group_culture,,C. 2400–1550 BCE Lower Nubian archaeological culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:dhar_tichitt,cultures-africa,-4000,-300,Dhar Tichitt,Dhar Tichitt,https://en.wikipedia.org/wiki/Dhar_Tichitt,https://en.wikipedia.org/wiki/Dhar_Tichitt,,Neolithic site in Mauritania,oklch(76.9% 0.188 70.08),,
true,cultures:africa:tichitt_tradition,cultures-africa,-2200,-200,Culture Tichitt,Tichitt tradition,https://fr.wikipedia.org/wiki/Culture_Tichitt,https://en.wikipedia.org/wiki/Tichitt_tradition,La Plus ancienne des civilisations d’Afrique de l’Ouest,Earliest West African Civilization,oklch(76.9% 0.188 70.08),,
true,cultures:africa:first_intermediate_period_of_egypt,cultures-africa,-2200,-2030,Première Période intermédiaire,First Intermediate Period of Egypt,https://fr.wikipedia.org/wiki/Première_Période_intermédiaire,https://en.wikipedia.org/wiki/First_Intermediate_Period_of_Egypt,période après l'Ancien Empire,Era of Ancient Egyptian history,oklch(76.9% 0.188 70.08),,
true,cultures:africa:middle_kingdom_of_egypt,cultures-africa,-2055,-1650,Moyen Empire,Middle Kingdom of Egypt,https://fr.wikipedia.org/wiki/Moyen_Empire,https://en.wikipedia.org/wiki/Middle_Kingdom_of_Egypt,période de 2000 à 1700 avant J.-C. en Égypte ancienne,Reunified ancient Egypt (c. 2000-1700 BC),oklch(76.9% 0.188 70.08),,
true,cultures:africa:nilotic_peoples,cultures-africa,-6000,-4000,Peuples nilotiques,Nilotic peoples,https://fr.wikipedia.org/wiki/Peuples_nilotiques,https://en.wikipedia.org/wiki/Nilotic_peoples,peuples indigènes de la vallée du Nil qui parlent des langues nilotiques,Collection of ethnic groups indigenous to Nile Valley in East Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:fourteenth_dynasty_of_egypt,cultures-africa,-1700,-1650,XIVe dynastie égyptienne,Fourteenth Dynasty of Egypt,https://fr.wikipedia.org/wiki/XIVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Fourteenth_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty during the Second Intermediate Period,oklch(76.9% 0.188 70.08),,
true,cultures:africa:jebel_mokram_group,cultures-africa,-1800,-1500,Groupe de Jebel Mokram,Jebel Mokram Group,https://en.wikipedia.org/wiki/Jebel_Mokram_Group,https://en.wikipedia.org/wiki/Jebel_Mokram_Group,,African Neolithic culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:pan-grave_culture,cultures-africa,-1850,-1600,Culture Pan-Grave,Pan-Grave culture,https://en.wikipedia.org/wiki/Pan-Grave_culture,https://en.wikipedia.org/wiki/Pan-Grave_culture,,Middle Nubian archaeological culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:second_intermediate_period_of_egypt,cultures-africa,-1780,-1550,Deuxième Période intermédiaire,Second Intermediate Period of Egypt,https://fr.wikipedia.org/wiki/Deuxième_Période_intermédiaire,https://en.wikipedia.org/wiki/Second_Intermediate_Period_of_Egypt,,Period of ancient Egyptian history (1700–1550 BC),oklch(76.9% 0.188 70.08),,
true,cultures:africa:fifteenth_dynasty_of_egypt,cultures-africa,-1650,-1550,XVe dynastie égyptienne,Fifteenth Dynasty of Egypt,https://fr.wikipedia.org/wiki/XVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Fifteenth_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:abydos_dynasty,cultures-africa,-1650,-1600,Dynastie d'Abydos,Abydos Dynasty,https://fr.wikipedia.org/wiki/Dynastie_d'Abydos,https://en.wikipedia.org/wiki/Abydos_Dynasty,dynastie de l'Égypte antique,Hypothetical Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:sixteenth_dynasty_of_egypt,cultures-africa,-1650,-1600,XVIe dynastie égyptienne,Sixteenth Dynasty of Egypt,https://fr.wikipedia.org/wiki/XVIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Sixteenth_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:seventeenth_dynasty_of_egypt,cultures-africa,-1600,-1550,XVIIe dynastie égyptienne,Seventeenth Dynasty of Egypt,https://fr.wikipedia.org/wiki/XVIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Seventeenth_Dynasty_of_Egypt,dynastie de la Deuxième Période intermédiaire,Third Dynasty of the Ancient Egyptian Second Intermediate Period,oklch(76.9% 0.188 70.08),,
true,cultures:africa:new_kingdom_of_egypt,cultures-africa,-1580,-1077,Nouvel Empire,New Kingdom of Egypt,https://fr.wikipedia.org/wiki/Nouvel_Empire,https://en.wikipedia.org/wiki/New_Kingdom_of_Egypt,période de 1550 à 1070 avant J.-C. en Égypte ancienne,Period in ancient Egyptian history (c. 1570–1069 BC),oklch(76.9% 0.188 70.08),,
true,cultures:africa:bantu_expansion,cultures-africa,-3000,1500,Expansion bantoue,Bantu expansion,https://fr.wikipedia.org/wiki/Expansion_bantoue,https://en.wikipedia.org/wiki/Bantu_expansion,série de migrations humaines,Postulated millennia-long series of migrations,oklch(76.9% 0.188 70.08),,
true,cultures:africa:nok_culture,cultures-africa,-1500,300,Nok (culture),Nok culture,https://fr.wikipedia.org/wiki/Nok_(culture),https://en.wikipedia.org/wiki/Nok_culture,culture apparue dans le centre du Nigeria vers 1500 av. J.-C.,Ancient civilization of Nigeria,oklch(76.9% 0.188 70.08),,
true,cultures:africa:midianite_pottery,cultures-africa,-1300,-1100,Poterie madianite,Midianite pottery,https://en.wikipedia.org/wiki/Midianite_pottery,https://en.wikipedia.org/wiki/Midianite_pottery,,Type of ancient Middle Eastern pottery,oklch(76.9% 0.188 70.08),,
true,cultures:africa:ancient_libya,cultures-africa,-1200,641,Libye antique,Ancient Libya,https://fr.wikipedia.org/wiki/Libye_antique,https://en.wikipedia.org/wiki/Ancient_Libya,,Region west of the Nile Valley,oklch(76.9% 0.188 70.08),,
true,cultures:africa:kingdom_of_kush,cultures-africa,-780,350,Royaume de Koush,Kingdom of Kush,https://fr.wikipedia.org/wiki/Royaume_de_Koush,https://en.wikipedia.org/wiki/Kingdom_of_Kush,ancien royaume africain,"Ancient kingdom in Nubia, Africa",oklch(76.9% 0.188 70.08),,
true,cultures:africa:third_intermediate_period_of_egypt,cultures-africa,-1069,-664,Troisième Période intermédiaire,Third Intermediate Period of Egypt,https://fr.wikipedia.org/wiki/Troisième_Période_intermédiaire,https://en.wikipedia.org/wiki/Third_Intermediate_Period_of_Egypt,période de l'Égypte Antique,Period of Ancient Egypt (1077–664 BCE),oklch(76.9% 0.188 70.08),,
true,cultures:africa:twenty-first_dynasty_of_egypt,cultures-africa,-1069,-945,XXIe dynastie égyptienne,Twenty-first Dynasty of Egypt,https://fr.wikipedia.org/wiki/XXIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-first_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:ancient_somali_city-states,cultures-africa,-300,600,Ancient Somali city-states,Ancient Somali city-states,https://en.wikipedia.org/wiki/Ancient_Somali_city-states,https://en.wikipedia.org/wiki/Ancient_Somali_city-states,,Ancient city-states of Somalia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:d%ca%bfmt,cultures-africa,-980,-400,D'mt,Dʿmt,https://fr.wikipedia.org/wiki/D'mt,https://en.wikipedia.org/wiki/D%CA%BFmt,ancien pays,c. 980–400 BCE kingdom in Eritrea and fringes of northern Ethiopia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:twenty-second_dynasty_of_egypt,cultures-africa,-943,-716,XXIIe dynastie égyptienne,Twenty-second Dynasty of Egypt,https://fr.wikipedia.org/wiki/XXIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-second_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:twenty-third_dynasty_of_egypt,cultures-africa,-828,-712,XXIIIe dynastie égyptienne,Twenty-third Dynasty of Egypt,https://fr.wikipedia.org/wiki/XXIIIe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-third_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:ancient_carthage,cultures-africa,-814,-146,Civilisation carthaginoise,Ancient Carthage,https://fr.wikipedia.org/wiki/Civilisation_carthaginoise,https://en.wikipedia.org/wiki/Ancient_Carthage,civilisation antique,Phoenician city-state and empire,oklch(76.9% 0.188 70.08),,
true,cultures:africa:twenty-fourth_dynasty_of_egypt,cultures-africa,-740,-712,XXIVe dynastie égyptienne,Twenty-fourth Dynasty of Egypt,https://fr.wikipedia.org/wiki/XXIVe_dynastie_égyptienne,https://en.wikipedia.org/wiki/Twenty-fourth_Dynasty_of_Egypt,dynastie de l’Égypte antique,Ancient Egyptian dynasty,oklch(76.9% 0.188 70.08),,
true,cultures:africa:late_period_of_ancient_egypt,cultures-africa,-664,-332,Basse Époque,Late Period of ancient Egypt,https://fr.wikipedia.org/wiki/Basse_Époque,https://en.wikipedia.org/wiki/Late_Period_of_ancient_Egypt,période de l’Égypte ancienne,Period in ancient Egyptian history (c. 664 BCE–332 BCE),oklch(76.9% 0.188 70.08),,
true,cultures:africa:battiadae,cultures-africa,-632,-440,Battiades,Battiadae,https://fr.wikipedia.org/wiki/Battiades,https://en.wikipedia.org/wiki/Battiadae,dynastie royale de Cyrène,Dynasty of ancient rulers of Cyrene,oklch(76.9% 0.188 70.08),,
true,cultures:africa:sao_civilisation,cultures-africa,-600,1600,Sao (civilisation),Sao civilisation,https://fr.wikipedia.org/wiki/Sao_(civilisation),https://en.wikipedia.org/wiki/Sao_civilisation,ancienne population d'Afrique centrale,Central African civilization,oklch(76.9% 0.188 70.08),,
true,cultures:africa:blemmyes,cultures-africa,-600,700,Blemmyes,Blemmyes,https://fr.wikipedia.org/wiki/Blemmyes,https://en.wikipedia.org/wiki/Blemmyes,peuple nubien,Northeast African people documented in late antiquity,oklch(76.9% 0.188 70.08),,
true,cultures:africa:garamantes,cultures-africa,-500,700,Garamantes,Garamantes,https://fr.wikipedia.org/wiki/Garamantes,https://en.wikipedia.org/wiki/Garamantes,ancien peuple berbère ayant vécu entre la Cyrénaïque et l’Atlas,Ancient North African population,oklch(76.9% 0.188 70.08),,
true,cultures:africa:macrobians,cultures-africa,-500,-400,Macrobies,Macrobians,https://fr.wikipedia.org/wiki/Macrobies,https://en.wikipedia.org/wiki/Macrobians,peuple légendaire,Legendary people,oklch(76.9% 0.188 70.08),,
true,cultures:africa:nasamones,cultures-africa,-500,500,Nasamons,Nasamones,https://fr.wikipedia.org/wiki/Nasamons,https://en.wikipedia.org/wiki/Nasamones,,Nomadic Berber tribe,oklch(76.9% 0.188 70.08),,
true,cultures:africa:massylii,cultures-africa,-400,-200,Massyles,Massylii,https://fr.wikipedia.org/wiki/Massyles,https://en.wikipedia.org/wiki/Massylii,,Berber federation in eastern Numidia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:ptolemaic_kingdom,cultures-africa,-305,-30,Royaume lagide,Ptolemaic Kingdom,https://fr.wikipedia.org/wiki/Royaume_lagide,https://en.wikipedia.org/wiki/Ptolemaic_Kingdom,royaume hellénistique en actuelle Égypte,Hellenistic-era Greek state in Egypt (305–30 BC),oklch(76.9% 0.188 70.08),,
true,cultures:africa:senegambian_stone_circles,cultures-africa,600,1400,Cercles mégalithiques de Sénégambie,Senegambian stone circles,https://fr.wikipedia.org/wiki/Cercles_mégalithiques_de_Sénégambie,https://en.wikipedia.org/wiki/Senegambian_stone_circles,concentration de cercles mégalithiques au Sénégal et en Gambie,Archaeological site in Senegal and the Gambia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:djenn%c3%a9-djenno,cultures-africa,-300,1300,Djenné-Djeno,Djenné-Djenno,https://fr.wikipedia.org/wiki/Djenné-Djeno,https://en.wikipedia.org/wiki/Djenn%C3%A9-Djenno,,"Historic site in Djenné Cercle, Mali",oklch(76.9% 0.188 70.08),,
true,cultures:africa:mauretania,cultures-africa,-200,44,Royaume de Maurétanie,Mauretania,https://fr.wikipedia.org/wiki/Royaume_de_Maurétanie,https://en.wikipedia.org/wiki/Mauretania,ancien royaume berbère d'Afrique du Nord,Region in the ancient Maghreb,oklch(76.9% 0.188 70.08),,
true,cultures:africa:numidia,cultures-africa,-202,-40,Royaume de Numidie,Numidia,https://fr.wikipedia.org/wiki/Royaume_de_Numidie,https://en.wikipedia.org/wiki/Numidia,ancien royaume berbère d'Afrique du Nord,Berber kingdom in North Africa from 202 BC to 46 AD,oklch(76.9% 0.188 70.08),,
true,cultures:africa:pre-colonial_history_of_the_canary_islands#society,cultures-africa,-1000,1400,Pre-colonial history of the Canary Islands,Pre-colonial history of the Canary Islands,https://en.wikipedia.org/wiki/Pre-colonial_history_of_the_Canary_Islands#Society,https://en.wikipedia.org/wiki/Pre-colonial_history_of_the_Canary_Islands#Society,,,oklch(76.9% 0.188 70.08),,
true,cultures:africa:kingdom_of_aksum,cultures-africa,-80,960,Royaume d'Aksoum,Kingdom of Aksum,https://fr.wikipedia.org/wiki/Royaume_d'Aksoum,https://en.wikipedia.org/wiki/Kingdom_of_Aksum,ancienne nation commerçante dans la région de l'Érythrée et du nord de l'Éthiopie (IVe siècle av. J.-C-Xe siècle),Polity in Africa and Arabia before 960,oklch(76.9% 0.188 70.08),,
true,cultures:africa:igodomigodo,cultures-africa,900,1180,Igodomigodo,Igodomigodo,https://en.wikipedia.org/wiki/Igodomigodo,https://en.wikipedia.org/wiki/Igodomigodo,,Name of the Ancient Benin Empire,oklch(76.9% 0.188 70.08),,
true,cultures:africa:bura_culture,cultures-africa,-1200,300,Culture de Bura,Bura culture,https://en.wikipedia.org/wiki/Bura_culture,https://en.wikipedia.org/wiki/Bura_culture,,undefined,oklch(76.9% 0.188 70.08),,
true,cultures:africa:laguatan,cultures-africa,240,700,Laguatan,Laguatan,https://fr.wikipedia.org/wiki/Laguatan,https://en.wikipedia.org/wiki/Laguatan,confédération tribale berbère,undefined,oklch(76.9% 0.188 70.08),,
true,cultures:africa:ghana_empire,cultures-africa,300,1100,Empire du Ghana,Ghana Empire,https://fr.wikipedia.org/wiki/Empire_du_Ghana,https://en.wikipedia.org/wiki/Ghana_Empire,ancien pays,Empire in West Africa from c. 200s to c. 1200s,oklch(76.9% 0.188 70.08),,
true,cultures:africa:m%c3%a9ma,cultures-africa,700,1450,Méma,Méma,https://fr.wikipedia.org/wiki/Méma,https://en.wikipedia.org/wiki/M%C3%A9ma,région du Mali,Region and former country in present-day Mali,oklch(76.9% 0.188 70.08),,
true,cultures:africa:elmenteitan,cultures-africa,-1300,800,Elmenteitien,Elmenteitan,https://fr.wikipedia.org/wiki/Elmenteitien,https://en.wikipedia.org/wiki/Elmenteitan,culture archéologique du Kenya,African Pastoral Neolithic culture,oklch(76.9% 0.188 70.08),,
true,cultures:africa:makuria,cultures-africa,400,1400,Makurie,Makuria,https://fr.wikipedia.org/wiki/Makurie,https://en.wikipedia.org/wiki/Makuria,ancien État,Medieval kingdom in Lower Nubia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:nobatia,cultures-africa,400,650,Nobatie,Nobatia,https://fr.wikipedia.org/wiki/Nobatie,https://en.wikipedia.org/wiki/Nobatia,,Medieval kingdom in Lower Nubia,oklch(76.9% 0.188 70.08),,
true,cultures:africa:kingdom_of_capsus,cultures-africa,440,535,Royaume de Capsus,Kingdom of Capsus,https://fr.wikipedia.org/wiki/Royaume_de_Capsus,https://en.wikipedia.org/wiki/Kingdom_of_Capsus,,Romano-Berber kingdom in North Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:kingdom_of_ouarsenis,cultures-africa,430,535,Royaume du Ouarsenis,Kingdom of Ouarsenis,https://fr.wikipedia.org/wiki/Royaume_du_Ouarsenis,https://en.wikipedia.org/wiki/Kingdom_of_Ouarsenis,,Romano-Berber kingdom,oklch(76.9% 0.188 70.08),,
true,cultures:africa:vandal_kingdom,cultures-africa,435,534,Royaume vandale,Vandal Kingdom,https://fr.wikipedia.org/wiki/Royaume_vandale,https://en.wikipedia.org/wiki/Vandal_Kingdom,royaume ayant existé en Afrique du Nord de 435 à 534,Germanic Kingdom in North Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:kingdom_of_the_aur%c3%a8s,cultures-africa,477,703,Royaume de l'Aurès,Kingdom of the Aurès,https://fr.wikipedia.org/wiki/Royaume_de_l'Aurès,https://en.wikipedia.org/wiki/Kingdom_of_the_Aur%C3%A8s,royaume berbère,Government in North Africa,oklch(76.9% 0.188 70.08),,
true,cultures:africa:mauro-roman_kingdom,cultures-africa,429,578,Royaume des Maures et des Romains,Mauro-Roman Kingdom,https://fr.wikipedia.org/wiki/Royaume_des_Maures_et_des_Romains,https://en.wikipedia.org/wiki/Mauro-Roman_Kingdom,royaume d'Afrique du Nord durant l'Antiquité tardive,Early medieval Christian Romano-Berber state,oklch(76.9% 0.188 70.08),,
