id,group,type,name_fr,name_en,start,end,circa,wiki_fr,wiki_en,credits_url,credits_attribution,cover,background,foreground,border
1765209128-91,pterosaurs,range,Haopterus,Haopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Haopterus,https://en.wikipedia.org/wiki/Haopterus,https://www.pteros.com/pterosaurs/haopterus.html,Pteros,https://pteros-img.imgix.net/haopterus_fabrizio-de-rossi.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-92,pterosaurs,range,Harpactognathus,Harpactognathus,-174700000,-161500000,true,https://fr.wikipedia.org/wiki/Harpactognathus,https://en.wikipedia.org/wiki/Harpactognathus,https://www.pteros.com/pterosaurs/harpactognathus.html,Pteros,https://pteros-img.imgix.net/harpactognathus_vitor-silva.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-93,pterosaurs,range,Hasandong Boreopterid,Hasandong Boreopterid,-143100000,-100500000,true,,,https://www.pteros.com/pterosaurs/hasandong-boreopterid.html,Pteros,http://pteros-img.imgix.net/hasandong-boreopterid_brennan-stokkermans.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-94,pterosaurs,range,Hateg Island Azhdarchid,Hateg Island Azhdarchid,-100500000,-66000000,true,,,https://www.pteros.com/pterosaurs/hateg-island-azhdarchid.html,Pteros,https://pteros-img.imgix.net/hateg-azhdarchid_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-95,pterosaurs,range,Hatzegopteryx,Hatzegopteryx,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Hatzegopteryx,https://en.wikipedia.org/wiki/Hatzegopteryx,https://www.pteros.com/pterosaurs/hatzegopteryx.html,Pteros,https://pteros-img.imgix.net/hatzegopteryx_nathan-e-rogers.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-96,pterosaurs,range,Herbstosaurus,Herbstosaurus,-161500000,-143100000,true,https://en.wikipedia.org/wiki/Herbstosaurus,https://en.wikipedia.org/wiki/Herbstosaurus,https://www.pteros.com/pterosaurs/herbstosaurus.html,Pteros,http://pteros-img.imgix.net/herbstosaurus_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-97,pterosaurs,range,Hongshanopterus,Hongshanopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Hongshanopterus,https://en.wikipedia.org/wiki/Hongshanopterus,https://www.pteros.com/pterosaurs/hongshanopterus.html,Pteros,https://pteros-img.imgix.net/hongshanopterus_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-98,pterosaurs,range,Hornby Island Azhdarchid,Hornby Island Azhdarchid,-100500000,-66000000,true,,,https://www.pteros.com/pterosaurs/hornby-island-azhdarchid.html,Pteros,https://pteros-img.imgix.net/hornby-island-azhdarchid_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-99,pterosaurs,range,Huanhepterus,Huanhepterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Huanhepterus,https://en.wikipedia.org/wiki/Huanhepterus,https://www.pteros.com/pterosaurs/huanhepterus.html,Pteros,https://pteros-img.imgix.net/huanhepterus_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-100,pterosaurs,range,Huaxiapterus,Huaxiapterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Huaxiapterus,https://en.wikipedia.org/wiki/Huaxiapterus,https://www.pteros.com/pterosaurs/huaxiapterus.html,Pteros,https://pteros-img.imgix.net/huaxiapterus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-101,pterosaurs,range,Ian The Wukongopterid,Ian The Wukongopterid,-174700000,-161500000,true,,,https://www.pteros.com/pterosaurs/ian-the-wukongopterid.html,Pteros,https://pteros-img.imgix.net/ian-the-wukongopterid_joschua-knuppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-102,pterosaurs,range,Iberodactylus,Iberodactylus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Iberodactylus,https://en.wikipedia.org/wiki/Iberodactylus,https://www.pteros.com/pterosaurs/iberodactylus.html,Pteros,https://pteros-img.imgix.net/iberodactylus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-103,pterosaurs,range,Ikrandraco,Ikrandraco,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Ikrandraco,https://en.wikipedia.org/wiki/Ikrandraco,https://www.pteros.com/pterosaurs/ikrandraco.html,Pteros,https://pteros-img.imgix.net/ikrandraco-avatar_fabrizio-de-rossi.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-104,pterosaurs,range,Istiodactylus,Istiodactylus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Istiodactylus,https://en.wikipedia.org/wiki/Istiodactylus,https://www.pteros.com/pterosaurs/istiodactylus.html,Pteros,https://pteros-img.imgix.net/istiodactylus-sinensis_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-105,pterosaurs,range,Jeholopterus,Jeholopterus,-174700000,-161500000,true,https://fr.wikipedia.org/wiki/Jeholopterus,https://en.wikipedia.org/wiki/Jeholopterus,https://www.pteros.com/pterosaurs/jeholopterus.html,Pteros,https://pteros-img.imgix.net/jeholopterus_vitor-silva.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-106,pterosaurs,range,Jianchangnathus,Jianchangnathus,-174700000,-161500000,true,https://fr.wikipedia.org/wiki/Jianchangnathus,https://en.wikipedia.org/wiki/Jianchangnathus,https://www.pteros.com/pterosaurs/jianchangnathus.html,Pteros,https://pteros-img.imgix.net/jianchangnathus_fabrizio-de-rossi.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-107,pterosaurs,range,Jianchangopterus,Jianchangopterus,-174700000,-161500000,true,https://fr.wikipedia.org/wiki/Jianchangopterus,https://en.wikipedia.org/wiki/Jianchangopterus,https://www.pteros.com/pterosaurs/jianchangopterus.html,Pteros,https://pteros-img.imgix.net/jianchangopterus_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-108,pterosaurs,range,Jidapterus,Jidapterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Jidapterus,https://en.wikipedia.org/wiki/Jidapterus,https://www.pteros.com/pterosaurs/jidapterus.html,Pteros,https://pteros-img.imgix.net/jidapterus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-109,pterosaurs,range,Kepodactylus,Kepodactylus,-161500000,-143100000,true,https://fr.wikipedia.org/wiki/Kepodactylus,https://en.wikipedia.org/wiki/Kepodactylus,https://www.pteros.com/pterosaurs/kepodactylus.html,Pteros,https://pteros-img.imgix.net/kepodactylus_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-110,pterosaurs,range,Keresdrakon,Keresdrakon,-100500000,-66000000,true,https://en.wikipedia.org/wiki/Keresdrakon,https://en.wikipedia.org/wiki/Keresdrakon,https://www.pteros.com/pterosaurs/keresdrakon.html,Pteros,https://pteros-img.imgix.net/keresdrakon_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-111,pterosaurs,range,Klobiodon,Klobiodon,-174700000,-161500000,true,https://en.wikipedia.org/wiki/Klobiodon,https://en.wikipedia.org/wiki/Klobiodon,https://www.pteros.com/pterosaurs/klobiodon.html,Pteros,https://pteros-img.imgix.net/klobiodon_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-112,pterosaurs,range,Kryptodrakon,Kryptodrakon,-174700000,-161500000,true,https://fr.wikipedia.org/wiki/Kryptodrakon,https://en.wikipedia.org/wiki/Kryptodrakon,https://www.pteros.com/pterosaurs/kryptodrakon.html,Pteros,https://pteros-img.imgix.net/kryptodrakon_midiaou-diallo.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-113,pterosaurs,range,Kunpengopterus,Kunpengopterus,-174700000,-161500000,true,https://fr.wikipedia.org/wiki/Kunpengopterus,https://en.wikipedia.org/wiki/Kunpengopterus,https://www.pteros.com/pterosaurs/kunpengopterus.html,Pteros,https://pteros-img.imgix.net/kunpengopterus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-114,pterosaurs,range,Lacusovagus,Lacusovagus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Lacusovagus,https://en.wikipedia.org/wiki/Lacusovagus,https://www.pteros.com/pterosaurs/lacusovagus.html,Pteros,https://pteros-img.imgix.net/lacusovagus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-115,pterosaurs,range,Lagerpeton,Lagerpeton,-237000000,-201400000,true,https://fr.wikipedia.org/wiki/Lagerpeton,https://en.wikipedia.org/wiki/Lagerpeton,https://www.pteros.com/pterosaurs/lagerpeton.html,Pteros,https://pteros-img.imgix.net/lagerpeton_balint-benke.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-116,pterosaurs,range,Leptostomia,Leptostomia,-100500000,-66000000,true,https://en.wikipedia.org/wiki/Leptostomia,https://en.wikipedia.org/wiki/Leptostomia,https://www.pteros.com/pterosaurs/leptostomia.html,Pteros,https://pteros-img.imgix.net/leptostomia_brennan-stokkermans.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-117,pterosaurs,range,Liaodactylus,Liaodactylus,-161500000,-143100000,true,https://en.wikipedia.org/wiki/Liaodactylus,https://en.wikipedia.org/wiki/Liaodactylus,https://www.pteros.com/pterosaurs/liaodactylus.html,Pteros,https://pteros-img.imgix.net/liaodactylus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-118,pterosaurs,range,Liaoningopterus,Liaoningopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Liaoningopterus,https://en.wikipedia.org/wiki/Liaoningopterus,https://www.pteros.com/pterosaurs/liaoningopterus.html,Pteros,https://pteros-img.imgix.net/liaoningopterus_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-119,pterosaurs,range,Liaoxipterus,Liaoxipterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Liaoxipterus,https://en.wikipedia.org/wiki/Liaoxipterus,https://www.pteros.com/pterosaurs/liaoxipterus.html,Pteros,https://pteros-img.imgix.net/liaoxipterus_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-120,pterosaurs,range,Linlongopterus,Linlongopterus,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Linlongopterus,https://en.wikipedia.org/wiki/Linlongopterus,https://www.pteros.com/pterosaurs/linlongopterus.html,Pteros,https://pteros-img.imgix.net/linlongopterus_joshua-tedder.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-121,pterosaurs,range,Lonchodectes,Lonchodectes,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Lonchodectes,https://en.wikipedia.org/wiki/Lonchodectes,https://www.pteros.com/pterosaurs/lonchodectes.html,Pteros,https://pteros-img.imgix.net/lonchodectes_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-122,pterosaurs,range,Lonchodraco,Lonchodraco,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Lonchodraco,https://en.wikipedia.org/wiki/Lonchodraco,https://www.pteros.com/pterosaurs/lonchodraco.html,Pteros,https://pteros-img.imgix.net/lonchodraco_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-123,pterosaurs,range,Lonchognathosaurus,Lonchognathosaurus,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Lonchognathosaurus,https://en.wikipedia.org/wiki/Lonchognathosaurus,https://www.pteros.com/pterosaurs/lonchognathosaurus.html,Pteros,https://pteros-img.imgix.net/lonchognathosaurus_joshua-tedder.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-124,pterosaurs,range,Longchengpterus,Longchengpterus,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Longchengpterus,https://en.wikipedia.org/wiki/Longchengpterus,https://www.pteros.com/pterosaurs/longchengpterus.html,Pteros,https://pteros-img.imgix.net/longchengpterus_nathan-e-rogers.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-125,pterosaurs,range,Luchibang,Luchibang,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Luchibang,https://en.wikipedia.org/wiki/Luchibang,https://www.pteros.com/pterosaurs/luchibang.html,Pteros,https://pteros-img.imgix.net/luchibang_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-126,pterosaurs,range,Ludodactylus,Ludodactylus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Ludodactylus,https://en.wikipedia.org/wiki/Ludodactylus,https://www.pteros.com/pterosaurs/ludodactylus.html,Pteros,https://pteros-img.imgix.net/ludodactylus_vitor-silva.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-127,pterosaurs,range,Luopterus,Luopterus,-174700000,-161500000,true,https://en.wikipedia.org/wiki/Luopterus,https://en.wikipedia.org/wiki/Luopterus,https://www.pteros.com/pterosaurs/luopterus.html,Pteros,http://pteros-img.imgix.net/luopterus_joschua-knuppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-128,pterosaurs,range,Maaradactylus,Maaradactylus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Maaradactylus,https://en.wikipedia.org/wiki/Maaradactylus,https://www.pteros.com/pterosaurs/maaradactylus.html,Pteros,https://pteros-img.imgix.net/maaradactylus_antonin-jury.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-129,pterosaurs,range,Mesadactylus,Mesadactylus,-161500000,-143100000,true,https://fr.wikipedia.org/wiki/Mesadactylus,https://en.wikipedia.org/wiki/Mesadactylus,https://www.pteros.com/pterosaurs/mesadactylus.html,Pteros,https://pteros-img.imgix.net/mesadactylus_josh-cotton.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-130,pterosaurs,range,Microtuban,Microtuban,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Microtuban,https://en.wikipedia.org/wiki/Microtuban,https://www.pteros.com/pterosaurs/microtuban.html,Pteros,https://pteros-img.imgix.net/microtuban_fabrizio-de-rossi.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-131,pterosaurs,range,Mimodactylus,Mimodactylus,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Mimodactylus,https://en.wikipedia.org/wiki/Mimodactylus,https://www.pteros.com/pterosaurs/mimodactylus.html,Pteros,https://pteros-img.imgix.net/mimodactylus_liam-elward.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-132,pterosaurs,range,Mistralazhdarcho,Mistralazhdarcho,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Mistralazhdarcho,https://en.wikipedia.org/wiki/Mistralazhdarcho,https://www.pteros.com/pterosaurs/mistralazhdarcho.html,Pteros,https://pteros-img.imgix.net/mistralazhdarcho_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-133,pterosaurs,range,Moganopterus,Moganopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Moganopterus,https://en.wikipedia.org/wiki/Moganopterus,https://www.pteros.com/pterosaurs/moganopterus.html,Pteros,https://pteros-img.imgix.net/moganopterus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-134,pterosaurs,range,Mongol Giant,Mongol Giant,-100500000,-66000000,true,,,https://www.pteros.com/pterosaurs/mongol-giant.html,Pteros,https://pteros-img.imgix.net/mongol-azhdarchid_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-135,pterosaurs,range,Montanazhdarcho,Montanazhdarcho,-100500000,-66000000,true,,,https://www.pteros.com/pterosaurs/montanazhdarcho.html,Pteros,https://pteros-img.imgix.net/montanazhdarcho-minor_fabrizio-de-rossi.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-136,pterosaurs,range,Muzquizopteryx,Muzquizopteryx,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Muzquizopteryx,https://en.wikipedia.org/wiki/Muzquizopteryx,https://www.pteros.com/pterosaurs/muzquizopteryx.html,Pteros,https://pteros-img.imgix.net/muzquizopteryx_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-137,pterosaurs,range,Mythunga,Mythunga,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Mythunga,https://en.wikipedia.org/wiki/Mythunga,https://www.pteros.com/pterosaurs/mythunga.html,Pteros,https://pteros-img.imgix.net/mythunga_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-138,pterosaurs,range,Navajodactylus,Navajodactylus,-100500000,-66000000,true,https://en.wikipedia.org/wiki/Navajodactylus,https://en.wikipedia.org/wiki/Navajodactylus,https://www.pteros.com/pterosaurs/navajodactylus.html,Pteros,https://pteros-img.imgix.net/navajodactylus_midiaou-diallo.jpg?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-139,pterosaurs,range,Nemicolopterus,Nemicolopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Nemicolopterus,https://en.wikipedia.org/wiki/Nemicolopterus,https://www.pteros.com/pterosaurs/nemicolopterus.html,Pteros,https://pteros-img.imgix.net/nemicolopterus_chris-masnaghetti.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-140,pterosaurs,range,Nesodactylus,Nesodactylus,-161500000,-143100000,true,https://fr.wikipedia.org/wiki/Nesodactylus,https://en.wikipedia.org/wiki/Nesodactylus,https://www.pteros.com/pterosaurs/nesodactylus.html,Pteros,https://pteros-img.imgix.net/nesodactylus_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-141,pterosaurs,range,Ningchengopterus,Ningchengopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Ningchengopterus,https://en.wikipedia.org/wiki/Ningchengopterus,https://www.pteros.com/pterosaurs/ningchengopterus.html,Pteros,https://pteros-img.imgix.net/ningchengopterus_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-142,pterosaurs,range,Noripterus,Noripterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Noripterus,https://en.wikipedia.org/wiki/Noripterus,https://www.pteros.com/pterosaurs/noripterus.html,Pteros,https://pteros-img.imgix.net/noripterus_vitor-silva.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-143,pterosaurs,range,Normannognathus,Normannognathus,-161500000,-143100000,true,https://fr.wikipedia.org/wiki/Normannognathus,https://en.wikipedia.org/wiki/Normannognathus,https://www.pteros.com/pterosaurs/normannognathus.html,Pteros,https://pteros-img.imgix.net/normannognathus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-144,pterosaurs,range,Nurhachius,Nurhachius,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Nurhachius,https://en.wikipedia.org/wiki/Nurhachius,https://www.pteros.com/pterosaurs/nurhachius.html,Pteros,https://pteros-img.imgix.net/nurhachius-ignaciobritoi_oliver-demuth.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-145,pterosaurs,range,Nyctosaurus,Nyctosaurus,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Nyctosaurus,https://en.wikipedia.org/wiki/Nyctosaurus,https://www.pteros.com/pterosaurs/nyctosaurus.html,Pteros,https://pteros-img.imgix.net/nyctosaurus-gracilis_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-146,pterosaurs,range,Ordosipterus,Ordosipterus,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Ordosipterus,https://en.wikipedia.org/wiki/Ordosipterus,https://www.pteros.com/pterosaurs/ordosipterus.html,Pteros,https://pteros-img.imgix.net/ordosipterus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-147,pterosaurs,range,Orientognathus,Orientognathus,-161500000,-143100000,true,https://fr.wikipedia.org/wiki/Orientognathus,https://en.wikipedia.org/wiki/Orientognathus,https://www.pteros.com/pterosaurs/orientognathus.html,Pteros,https://pteros-img.imgix.net/orientognathus_nathan-e-rogers.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-148,pterosaurs,range,Ornithocheirus,Ornithocheirus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Ornithocheirus,https://en.wikipedia.org/wiki/Ornithocheirus,https://www.pteros.com/pterosaurs/ornithocheirus.html,Pteros,https://pteros-img.imgix.net/ornithocheirus_simus_fabrizio-de-rossi.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-149,pterosaurs,range,Ornithostoma,Ornithostoma,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Ornithostoma,https://en.wikipedia.org/wiki/Ornithostoma,https://www.pteros.com/pterosaurs/ornithostoma.html,Pteros,https://pteros-img.imgix.net/ornithostoma_nathan-e-rogers.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-150,pterosaurs,range,Otogopterus,Otogopterus,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Otogopterus,https://en.wikipedia.org/wiki/Otogopterus,https://www.pteros.com/pterosaurs/otogopterus.html,Pteros,https://pteros-img.imgix.net/otogopterus_balint-benke.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-151,pterosaurs,range,Padrillo Pterosaur,Padrillo Pterosaur,-100500000,-66000000,true,,,https://www.pteros.com/pterosaurs/padrillo-pterosaur.html,Pteros,https://pteros-img.imgix.net/padrillo-pterosaur_vitor-silva.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-152,pterosaurs,range,Palaeocursornis,Palaeocursornis,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Palaeocursornis,https://en.wikipedia.org/wiki/Palaeocursornis,https://www.pteros.com/pterosaurs/palaeocursornis.html,Pteros,https://pteros-img.imgix.net/palaeocursornis_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-153,pterosaurs,range,Pangupterus,Pangupterus,-143100000,-100500000,true,https://en.wikipedia.org/wiki/Pangupterus,https://en.wikipedia.org/wiki/Pangupterus,https://www.pteros.com/pterosaurs/pangupterus.html,Pteros,https://pteros-img.imgix.net/pangupterus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-154,pterosaurs,range,Parapsicephalus,Parapsicephalus,-201400000,-174700000,true,https://en.wikipedia.org/wiki/Parapsicephalus,https://en.wikipedia.org/wiki/Parapsicephalus,https://www.pteros.com/pterosaurs/parapsicephalus.html,Pteros,https://pteros-img.imgix.net/parapsicephalus_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-155,pterosaurs,range,Peteinosaurus,Peteinosaurus,-237000000,-201400000,true,https://fr.wikipedia.org/wiki/Peteinosaurus,https://en.wikipedia.org/wiki/Peteinosaurus,https://www.pteros.com/pterosaurs/peteinosaurus.html,Pteros,https://pteros-img.imgix.net/peteinosaurus_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-156,pterosaurs,range,Phosphatodraco,Phosphatodraco,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Phosphatodraco,https://en.wikipedia.org/wiki/Phosphatodraco,https://www.pteros.com/pterosaurs/phosphatodraco.html,Pteros,http://pteros-img.imgix.net/phosphatodraco_joschua-knueppe.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-157,pterosaurs,range,Piksi,Piksi,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Piksi,https://en.wikipedia.org/wiki/Piksi,https://www.pteros.com/pterosaurs/piksi.html,Pteros,https://pteros-img.imgix.net/piksi_nathan-e-rogers.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-158,pterosaurs,range,Plataleorhynchus,Plataleorhynchus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Plataleorhynchus,https://en.wikipedia.org/wiki/Plataleorhynchus,https://www.pteros.com/pterosaurs/plataleorhynchus.html,Pteros,https://pteros-img.imgix.net/plataleorhynchus_vitor-silva.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-159,pterosaurs,range,Prejanopterus,Prejanopterus,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Prejanopterus,https://en.wikipedia.org/wiki/Prejanopterus,https://www.pteros.com/pterosaurs/prejanopterus.html,Pteros,https://pteros-img.imgix.net/prejanopterus_franz-anthony.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-160,pterosaurs,range,Preondactylus,Preondactylus,-237000000,-201400000,true,https://fr.wikipedia.org/wiki/Preondactylus,https://en.wikipedia.org/wiki/Preondactylus,https://www.pteros.com/pterosaurs/preondactylus.html,Pteros,https://pteros-img.imgix.net/preondactylus_chris-masnaghetti.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-161,pterosaurs,range,Pteranodon,Pteranodon,-100500000,-66000000,true,https://fr.wikipedia.org/wiki/Pteranodon,https://en.wikipedia.org/wiki/Pteranodon,https://www.pteros.com/pterosaurs/pteranodon.html,Pteros,https://pteros-img.imgix.net/pteranodon-longiceps_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-162,pterosaurs,range,Pterodactylus,Pterodactylus,-161500000,-143100000,true,https://fr.wikipedia.org/wiki/Pterodactylus,https://en.wikipedia.org/wiki/Pterodactylus,https://www.pteros.com/pterosaurs/pterodactylus.html,Pteros,https://pteros-img.imgix.net/pterodactylus_julio-lacerda.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
1765209128-163,pterosaurs,range,Pterodaustro,Pterodaustro,-143100000,-100500000,true,https://fr.wikipedia.org/wiki/Pterodaustro,https://en.wikipedia.org/wiki/Pterodaustro,https://www.pteros.com/pterosaurs/pterodaustro.html,Pteros,https://pteros-img.imgix.net/pterodaustro_andrey-atuchin.png?w=300&fm=jpg&auto=compress,oklch(60.6% 0.25 292.717),,
