id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_fr,description_en,type,background,foreground,border
ischart:Wenlock,geology-epoch,-432900000,-426700000,Wenlock,Wenlock,https://fr.wikipedia.org/wiki/Wenlock_(série),https://en.wikipedia.org/wiki/Wenlock_Epoch,A time period from 432.9 to 426.7 million years ago,A time period from 432.9 to 426.7 million years ago,,#B3E1C2,#000,#000
ischart:Homerian,geology-age,-430600000,-426700000,Homérien,Homerian,https://fr.wikipedia.org/wiki/Homérien,https://en.wikipedia.org/wiki/Homerian,A time period from 430.6 to 426.7 million years ago,A time period from 430.6 to 426.7 million years ago,,#CCEBD1,#000,#000
ischart:Gorstian,geology-age,-426700000,-425000000,Gorstien,Gorstian,https://fr.wikipedia.org/wiki/Gorstien,https://en.wikipedia.org/wiki/Gorstian,A time period from 426.7 to 425.0 million years ago,A time period from 426.7 to 425.0 million years ago,,#CCECDD,#000,#000
ischart:Ludlow,geology-epoch,-426700000,-419620000,Ludlow,Ludlow,https://fr.wikipedia.org/wiki/Ludlow_(série),https://en.wikipedia.org/wiki/Ludlow_Epoch,A time period from 426.7 to 419.62 million years ago,A time period from 426.7 to 419.62 million years ago,,#BFE6CF,#000,#000
ischart:Ludfordian,geology-age,-425000000,-422700000,Ludfordien,Ludfordian,https://fr.wikipedia.org/wiki/Ludfordien,https://en.wikipedia.org/wiki/Ludfordian,A time period from 425.0 to 422.7 million years ago,A time period from 425.0 to 422.7 million years ago,,#D9F0DF,#000,#000
ischart:Pridoli,geology-age,-422700000,-419620000,Pridoli,Pridoli,https://fr.wikipedia.org/wiki/Pridoli_(série),https://en.wikipedia.org/wiki/Pridoli_Epoch,A time period from 422.7 to 419.62 million years ago,A time period from 422.7 to 419.62 million years ago,,#E6F5E1,#000,#000
ischart:Lochkovian,geology-age,-419620000,-413020000,Lochkovien,Lochkovian,https://fr.wikipedia.org/wiki/Lochkovien,https://en.wikipedia.org/wiki/Lochkovian,A time period from 419.62 to 413.02 million years ago,A time period from 419.62 to 413.02 million years ago,,#E5B75A,#000,#000
ischart:LowerDevonian,geology-epoch,-419620000,-393470000,Dévonien précoce,Early Devonian,https://fr.wikipedia.org/wiki/Dévonien_inférieur,https://en.wikipedia.org/wiki/Early_Devonian,A time period from 419.62 to 393.47 million years ago,A time period from 419.62 to 393.47 million years ago,,#E5AC4D,#000,#000
ischart:Devonian,geology-period,-419620000,-358860000,Dévonien,Devonian,https://fr.wikipedia.org/wiki/Dévonien,https://en.wikipedia.org/wiki/Devonian,A time period from 419.62 to 358.86 million years ago,A time period from 419.62 to 358.86 million years ago,,#CB8C37,#000,#000
ischart:Pragian,geology-age,-413020000,-410620000,Praguien,Pragian,https://fr.wikipedia.org/wiki/Praguien,https://en.wikipedia.org/wiki/Pragian,A time period from 413.02 to 410.62 million years ago,A time period from 413.02 to 410.62 million years ago,,#E5C468,#000,#000
ischart:Emsian,geology-age,-410620000,-393470000,Emsien,Emsian,https://fr.wikipedia.org/wiki/Emsien,https://en.wikipedia.org/wiki/Emsian,A time period from 410.62 to 393.47 million years ago,A time period from 410.62 to 393.47 million years ago,,#E5D075,#000,#000
ischart:Eifelian,geology-age,-393470000,-387950000,Eifélien,Eifelian,https://fr.wikipedia.org/wiki/Eifélien,https://en.wikipedia.org/wiki/Eifelian,A time period from 393.47 to 387.95 million years ago,A time period from 393.47 to 387.95 million years ago,,#F1D576,#000,#000
ischart:MiddleDevonian,geology-epoch,-393470000,-382310000,Dévonien moyen,Middle Devonian,https://fr.wikipedia.org/wiki/Dévonien_moyen,https://en.wikipedia.org/wiki/Middle_Devonian,A time period from 393.47 to 382.31 million years ago,A time period from 393.47 to 382.31 million years ago,,#F1C868,#000,#000
ischart:Givetian,geology-age,-387950000,-382310000,Givétien,Givetian,https://fr.wikipedia.org/wiki/Givétien,https://en.wikipedia.org/wiki/Givetian,A time period from 387.95 to 382.31 million years ago,A time period from 387.95 to 382.31 million years ago,,#F1E185,#000,#000
ischart:Frasnian,geology-age,-382310000,-372150000,Frasnien,Frasnian,https://fr.wikipedia.org/wiki/Frasnien,https://en.wikipedia.org/wiki/Frasnian,A time period from 382.31 to 372.15 million years ago,A time period from 382.31 to 372.15 million years ago,,#F2EDAD,#000,#000
ischart:UpperDevonian,geology-epoch,-382310000,-358860000,Devonien tardif,Late Devonian,https://fr.wikipedia.org/wiki/Dévonien_supérieur,https://en.wikipedia.org/wiki/Devonian,A time period from 382.31 to 358.86 million years ago,A time period from 382.31 to 358.86 million years ago,,#F1E19D,#000,#000
ischart:Famennian,geology-age,-372150000,-358860000,Famennien,Famennian,https://fr.wikipedia.org/wiki/Famennien,https://en.wikipedia.org/wiki/Famennian,A time period from 372.15 to 358.86 million years ago,A time period from 372.15 to 358.86 million years ago,,#F2EDB3,#000,#000
ischart:Tournaisian,geology-age,-358860000,-346700000,Tournaisien,Tournaisian,https://fr.wikipedia.org/wiki/Tournaisien,https://en.wikipedia.org/wiki/Tournaisian,A time period from 358.86 to 346.7 million years ago,A time period from 358.86 to 346.7 million years ago,,#8CB06C,#000,#000
ischart:LowerMississippian,geology-epoch,-358860000,-346700000,Mississippien précoce,Early Mississippian,https://fr.wikipedia.org/wiki/Tournaisien,https://en.wikipedia.org/wiki/Tournaisian,A time period from 358.86 to 346.7 million years ago,A time period from 358.86 to 346.7 million years ago,,#80AB6C,#000,#000
ischart:Mississippian,geology-sub-period,-358860000,-323400000,Mississippien,Mississippian,https://fr.wikipedia.org/wiki/Mississippien,https://en.wikipedia.org/wiki/Mississippian_(geology),A time period from 358.86 to 323.4 million years ago,A time period from 358.86 to 323.4 million years ago,,#678F66,#000,#000
ischart:Carboniferous,geology-period,-358860000,-298900000,Carbonifère,Carboniferous,https://fr.wikipedia.org/wiki/Carbonifère,https://en.wikipedia.org/wiki/Carboniferous,A time period from 358.86 to 298.9 million years ago,A time period from 358.86 to 298.9 million years ago,,#67A599,#000,#000
ischart:Visean,geology-age,-346700000,-330300000,Viséen,Visean,https://fr.wikipedia.org/wiki/Viséen,https://en.wikipedia.org/wiki/Visean,A time period from 346.7 to 330.3 million years ago,A time period from 346.7 to 330.3 million years ago,,#A6B96C,#000,#000
ischart:MiddleMississippian,geology-epoch,-346700000,-330300000,Mississippien moyen,Middle Mississippian,https://fr.wikipedia.org/wiki/Viséen,https://en.wikipedia.org/wiki/Viséan,A time period from 346.7 to 330.3 million years ago,A time period from 346.7 to 330.3 million years ago,,#99B46C,#000,#000
ischart:Serpukhovian,geology-age,-330300000,-323400000,Serpukhovien,Serpukhovian,https://fr.wikipedia.org/wiki/Serpukhovien,https://en.wikipedia.org/wiki/Serpukhovian,A time period from 330.3 to 323.4 million years ago,A time period from 330.3 to 323.4 million years ago,,#BFC26B,#000,#000
ischart:UpperMississippian,geology-epoch,-330300000,-323400000,Mississippien tardif,Late Mississippian,https://fr.wikipedia.org/wiki/Serpukhovien,https://en.wikipedia.org/wiki/Serpukhovian,A time period from 330.3 to 323.4 million years ago,A time period from 330.3 to 323.4 million years ago,,#B3BE6C,#000,#000
ischart:Bashkirian,geology-age,-323400000,-315200000,Bashkirien,Bashkirian,https://fr.wikipedia.org/wiki/Bashkirien,https://en.wikipedia.org/wiki/Bashkirian,A time period from 323.4 to 315.2 million years ago,A time period from 323.4 to 315.2 million years ago,,#99C2B5,#000,#000
ischart:LowerPennsylvanian,geology-epoch,-323400000,-315200000,Pennsylvanien précoce,Early Pennsylvanian,https://fr.wikipedia.org/wiki/Bashkirien,https://en.wikipedia.org/wiki/Bashkirian,A time period from 323.4 to 315.2 million years ago,A time period from 323.4 to 315.2 million years ago,,#8CBEB4,#000,#000
ischart:Pennsylvanian,geology-sub-period,-323400000,-298900000,Pennsylvanien,Pennsylvanian,https://fr.wikipedia.org/wiki/Pennsylvanien,https://en.wikipedia.org/wiki/Pennsylvanian,A time period from 323.4 to 298.9 million years ago,A time period from 323.4 to 298.9 million years ago,,#7EBCC6,#000,#000
ischart:Moscovian,geology-age,-315200000,-307000000,Moscovien,Moscovian,https://fr.wikipedia.org/wiki/Moscovien,https://en.wikipedia.org/wiki/Moscovian_age,A time period from 315.2 to 307.0 million years ago,A time period from 315.2 to 307.0 million years ago,,#B3CBB9,#000,#000
ischart:MiddlePennsylvanian,geology-epoch,-315200000,-307000000,Pennsylvanien moyen,Middle Pennsylvanian,https://fr.wikipedia.org/wiki/Moscovien,https://en.wikipedia.org/wiki/Moscovian_age,A time period from 315.2 to 307.0 million years ago,A time period from 315.2 to 307.0 million years ago,,#A6C7B7,#000,#000
ischart:Kasimovian,geology-age,-307000000,-303700000,Kasimovien,Kasimovian,https://fr.wikipedia.org/wiki/Kasimovien,https://en.wikipedia.org/wiki/Kasimovian,A time period from 307.0 to 303.7 million years ago,A time period from 307.0 to 303.7 million years ago,,#BFD0C5,#000,#000
ischart:UpperPennsylvanian,geology-epoch,-307000000,-298900000,Pennsylvanien tardif,Late Pennsylvanian,https://fr.wikipedia.org/wiki/Pennsylvanien,https://en.wikipedia.org/wiki/Pennsylvanian_(geology),A time period from 307.0 to 298.9 million years ago,A time period from 307.0 to 298.9 million years ago,,#BFD0BA,#000,#000
ischart:Gzhelian,geology-age,-303700000,-298900000,Gzhélien,Gzhelian,https://fr.wikipedia.org/wiki/Gzhélien,https://en.wikipedia.org/wiki/Gzhelian,A time period from 303.7 to 298.9 million years ago,A time period from 303.7 to 298.9 million years ago,,#CCD4C7,#000,#000
ischart:Asselian,geology-age,-298900000,-293520000,Assélien,Asselian,https://fr.wikipedia.org/wiki/Assélien,https://en.wikipedia.org/wiki/Asselian,A time period from 298.9 to 293.52 million years ago,A time period from 298.9 to 293.52 million years ago,,#E36350,#000,#000
ischart:Cisuralian,geology-epoch,-298900000,-274400000,Cisuralien,Cisuralian,https://fr.wikipedia.org/wiki/Cisuralien,https://en.wikipedia.org/wiki/Cisuralian,A time period from 298.9 to 274.4 million years ago,A time period from 298.9 to 274.4 million years ago,,#EF5845,#000,#000
ischart:Permian,geology-period,-298900000,-251902000,Permien,Permian,https://fr.wikipedia.org/wiki/Permien,https://en.wikipedia.org/wiki/Permian,A time period from 298.9 to 251.902 million years ago,A time period from 298.9 to 251.902 million years ago,,#F04028,#000,#000
ischart:Sakmarian,geology-age,-293520000,-290100000,Sakmarien,Sakmarian,https://fr.wikipedia.org/wiki/Sakmarien,https://en.wikipedia.org/wiki/Sakmarian,A time period from 293.52 to 290.1 million years ago,A time period from 293.52 to 290.1 million years ago,,#E36F5C,#000,#000
ischart:Artinskian,geology-age,-290100000,-283300000,Artinskien,Artinskian,https://fr.wikipedia.org/wiki/Artinskien,https://en.wikipedia.org/wiki/Artinskian,A time period from 290.1 to 283.3 million years ago,A time period from 290.1 to 283.3 million years ago,,#E37B68,#000,#000
ischart:Kungurian,geology-age,-283300000,-274400000,Kungurien,Kungurian,https://fr.wikipedia.org/wiki/Kungurien,https://en.wikipedia.org/wiki/Kungurian,A time period from 283.3 to 274.4 million years ago,A time period from 283.3 to 274.4 million years ago,,#E38776,#000,#000
ischart:Roadian,geology-age,-274400000,-266899999.99999997,Roadien,Roadian,https://fr.wikipedia.org/wiki/Roadien,https://en.wikipedia.org/wiki/Roadian,A time period from 274.4 to 266.9 million years ago,A time period from 274.4 to 266.9 million years ago,,#FB8069,#000,#000
ischart:Guadalupian,geology-epoch,-274400000,-259510000,Guadalupéen,Guadalupian,https://fr.wikipedia.org/wiki/Guadalupéen,https://en.wikipedia.org/wiki/Guadalupian,A time period from 274.4 to 259.51 million years ago,A time period from 274.4 to 259.51 million years ago,,#FB745C,#000,#000
ischart:Wordian,geology-age,-266899999.99999997,-264279999.99999997,Wordien,Wordian,https://fr.wikipedia.org/wiki/Wordien,https://en.wikipedia.org/wiki/Wordian,A time period from 266.9 to 264.28 million years ago,A time period from 266.9 to 264.28 million years ago,,#FB8D76,#000,#000
ischart:Capitanian,geology-age,-264279999.99999997,-259510000,Capitanien,Capitanian,https://fr.wikipedia.org/wiki/Capitanien,https://en.wikipedia.org/wiki/Capitanian,A time period from 264.28 to 259.51 million years ago,A time period from 264.28 to 259.51 million years ago,,#FB9A85,#000,#000
ischart:Wuchiapingian,geology-age,-259510000,-254140000,Wuchiapingien,Wuchiapingian,https://fr.wikipedia.org/wiki/Wuchiapingien,https://en.wikipedia.org/wiki/Wuchiapingian,A time period from 259.51 to 254.14 million years ago,A time period from 259.51 to 254.14 million years ago,,#FCB4A2,#000,#000
ischart:Lopingian,geology-epoch,-259510000,-251902000,Lopingien,Lopingian,https://fr.wikipedia.org/wiki/Lopingien,https://en.wikipedia.org/wiki/Lopingian,A time period from 259.51 to 251.902 million years ago,A time period from 259.51 to 251.902 million years ago,,#FBA794,#000,#000
ischart:Changhsingian,geology-age,-254140000,-251902000,Changhsingien,Changhsingian,https://fr.wikipedia.org/wiki/Changhsingien,https://en.wikipedia.org/wiki/Changhsingian,A time period from 254.14 to 251.902 million years ago,A time period from 254.14 to 251.902 million years ago,,#FCC0B2,#000,#000
ischart:Mesozoic,geology-era,-251902000,-66000000,Mésozoïque,Mesozoic,https://fr.wikipedia.org/wiki/Mésozoïque,https://en.wikipedia.org/wiki/Mesozoic,A time period from 251.902 to 66.00 million years ago,A time period from 251.902 to 66.00 million years ago,,#67C5CA,#000,#000
ischart:Induan,geology-age,-251902000,-249900000,Induen,Induan,https://fr.wikipedia.org/wiki/Induen,https://en.wikipedia.org/wiki/Induan,A time period from 251.902 to 249.9 million years ago,A time period from 251.902 to 249.9 million years ago,,#A4469F,#000,#000
ischart:LowerTriassic,geology-epoch,-251902000,-246700000,Trias précoce,Early Triassic,https://fr.wikipedia.org/wiki/Trias_inférieur,https://en.wikipedia.org/wiki/Early_Triassic,A time period from 251.902 to 246.7 million years ago,A time period from 251.902 to 246.7 million years ago,,#983999,#000,#000
ischart:Triassic,geology-period,-251902000,-201400000,Trias,Triassic,https://fr.wikipedia.org/wiki/Trias,https://en.wikipedia.org/wiki/Triassic,A time period from 251.902 to 201.4 million years ago,A time period from 251.902 to 201.4 million years ago,,#812B92,#000,#000
ischart:Olenekian,geology-age,-249900000,-246700000,Olénekien,Olenekian,https://fr.wikipedia.org/wiki/Olénékien,https://en.wikipedia.org/wiki/Olenekian,A time period from 246.7 to 249.9 million years ago,A time period from 246.7 to 249.9 million years ago,,#B051A5,#000,#000
ischart:Anisian,geology-age,-246700000,-241464000,Anisien,Anisian,https://fr.wikipedia.org/wiki/Anisien,https://en.wikipedia.org/wiki/Anisian,A time period from 246.7 to 241.464 million years ago,A time period from 246.7 to 241.464 million years ago,,#BC75B7,#000,#000
ischart:MiddleTriassic,geology-epoch,-246700000,-237000000,Trias moyen,Middle Triassic,https://fr.wikipedia.org/wiki/Trias_moyen,https://en.wikipedia.org/wiki/Middle_Triassic,A time period from 246.7 to 237 million years ago,A time period from 246.7 to 237 million years ago,,#B168B1,#000,#000
ischart:Ladinian,geology-age,-241464000,-237000000,Ladinien,Ladinian,https://fr.wikipedia.org/wiki/Ladinien,https://en.wikipedia.org/wiki/Ladinian,A time period from 241.464 to 237 million years ago,A time period from 241.464 to 237 million years ago,,#C983BF,#000,#000
ischart:Carnian,geology-age,-237000000,-227300000,Carnien,Carnian,https://fr.wikipedia.org/wiki/Carnien,https://en.wikipedia.org/wiki/Carnian,A time period from 237 to 227.3 million years ago,A time period from 237 to 227.3 million years ago,,#C99BCB,#000,#000
ischart:UpperTriassic,geology-epoch,-237000000,-201400000,Trias tardif,Late Triassic,https://fr.wikipedia.org/wiki/Trias_supérieur,https://en.wikipedia.org/wiki/Late_Triassic,A time period from 237 to 201.4 million years ago,A time period from 237 to 201.4 million years ago,,#BD8CC3,#000,#000
ischart:Norian,geology-age,-227300000,-205700000,Norien,Norian,https://fr.wikipedia.org/wiki/Norien,https://en.wikipedia.org/wiki/Norian,A time period from 227.3 to 205.7 million years ago,A time period from 227.3 to 205.7 million years ago,,#D6AAD3,#000,#000
ischart:Rhaetian,geology-age,-205700000,-201400000,Rhétien,Rhaetian,https://fr.wikipedia.org/wiki/Rhétien,https://en.wikipedia.org/wiki/Rhaetian,A time period from 205.7 to 201.4 million years ago,A time period from 205.7 to 201.4 million years ago,,#E3B9DB,#000,#000
ischart:Hettangian,geology-age,-201400000,-199500000,Hettangien,Hettangian,https://fr.wikipedia.org/wiki/Hettangien,https://en.wikipedia.org/wiki/Hettangian,A time period from 201.4 to 199.5 million years ago,A time period from 201.4 to 199.5 million years ago,,#4EB3D3,#000,#000
ischart:LowerJurassic,geology-epoch,-201400000,-174700000,Jurassique précoce,Early Jurassic,https://fr.wikipedia.org/wiki/Jurassique_inférieur,https://en.wikipedia.org/wiki/Early_Jurassic,A time period from 201.4 to 174.7 million years ago,A time period from 201.4 to 174.7 million years ago,,#42AED0,#000,#000
ischart:Jurassic,geology-period,-201400000,-143100000,Jurassique,Jurassic,https://fr.wikipedia.org/wiki/Jurassique,https://en.wikipedia.org/wiki/Jurassic,A time period from 201.4 to 143.1 million years ago,A time period from 201.4 to 143.1 million years ago,,#34B2C9,#000,#000
ischart:Sinemurian,geology-age,-199500000,-192900000,Sinémurien,Sinemurian,https://fr.wikipedia.org/wiki/Sinémurien,https://en.wikipedia.org/wiki/Sinemurian,A time period from 199.5 to 192.9 million years ago,A time period from 199.5 to 192.9 million years ago,,#67BCD8,#000,#000
ischart:Pliensbachian,geology-age,-192900000,-184200000,Pliensbachien,Pliensbachian,https://fr.wikipedia.org/wiki/Pliensbachien,https://en.wikipedia.org/wiki/Pliensbachian,A time period from 192.9 to 184.2 million years ago,A time period from 192.9 to 184.2 million years ago,,#80C5DD,#000,#000
ischart:Toarcian,geology-age,-184200000,-174700000,Toarcien,Toarcian,https://fr.wikipedia.org/wiki/Toarcien,https://en.wikipedia.org/wiki/Toarcian,A time period from 184.2 to 174.7 million years ago,A time period from 184.2 to 174.7 million years ago,,#99CEE3,#000,#000
ischart:Aalenian,geology-age,-174700000,-170900000,Aalénien,Aalenian,https://fr.wikipedia.org/wiki/Aalénien,https://en.wikipedia.org/wiki/Aalenian,A time period from 174.7 to 170.9 million years ago,A time period from 174.7 to 170.9 million years ago,,#9AD9DD,#000,#000
ischart:MiddleJurassic,geology-epoch,-174700000,-161500000,Jurassique moyen,Middle Jurassic,https://fr.wikipedia.org/wiki/Jurassique_moyen,https://en.wikipedia.org/wiki/Middle_Jurassic,A time period from 174.7 to 161.5 million years ago,A time period from 174.7 to 161.5 million years ago,,#80CFD8,#000,#000
ischart:Bajocian,geology-age,-170900000,-168200000,Bajocien,Bajocian,https://fr.wikipedia.org/wiki/Bajocien,https://en.wikipedia.org/wiki/Bajocian,A time period from 170.9 to 168.2 million years ago,A time period from 170.9 to 168.2 million years ago,,#A6DDE0,#000,#000
ischart:Bathonian,geology-age,-168200000,-165300000,Bathonien,Bathonian,https://fr.wikipedia.org/wiki/Bathonien,https://en.wikipedia.org/wiki/Bathonian,A time period from 168.2 to 165.3 million years ago,A time period from 168.2 to 165.3 million years ago,,#B3E2E3,#000,#000
ischart:Callovian,geology-age,-165300000,-161500000,Callovien,Callovian,https://fr.wikipedia.org/wiki/Callovien,https://en.wikipedia.org/wiki/Callovian,A time period from 165.3 to 161.5 million years ago,A time period from 165.3 to 161.5 million years ago,,#BFE7E5,#000,#000
ischart:Oxfordian,geology-age,-161500000,-154800000,Oxfordien,Oxfordian,https://fr.wikipedia.org/wiki/Oxfordien,https://en.wikipedia.org/wiki/Oxfordian_age,A time period from 161.5 to 154.8 million years ago,A time period from 161.5 to 154.8 million years ago,,#BFE7F1,#000,#000
ischart:UpperJurassic,geology-epoch,-161500000,-143100000,Jurassique tardif,Late Jurassic,https://fr.wikipedia.org/wiki/Late_Jurassic,https://en.wikipedia.org/wiki/Late_Jurassic,A time period from 161.5 to 143.1 million years ago,A time period from 161.5 to 143.1 million years ago,,#B3E3EE,#000,#000
ischart:Kimmeridgian,geology-age,-154800000,-149200000,Kimméridgien,Kimmeridgian,https://fr.wikipedia.org/wiki/Kimméridgien,https://en.wikipedia.org/wiki/Kimmeridgian,A time period from 154.8 to 149.2 million years ago,A time period from 154.8 to 149.2 million years ago,,#CCECF4,#000,#000
ischart:Tithonian,geology-age,-149200000,-143100000,Tithonien,Tithonian,https://fr.wikipedia.org/wiki/Tithonien,https://en.wikipedia.org/wiki/Tithonian,A time period from 149.2 to 143.1 million years ago,A time period from 149.2 to 143.1 million years ago,,#D9F1F7,#000,#000
ischart:Berriasian,geology-age,-143100000,-137050000,Berriasien,Berriasian,https://fr.wikipedia.org/wiki/Berriasien,https://en.wikipedia.org/wiki/Berriasian,A time period from 143.1 to 137.05 million years ago,A time period from 143.1 to 137.05 million years ago,,#8CCD60,#000,#000
ischart:LowerCretaceous,geology-epoch,-143100000,-100500000,Crétacé précoce,Early,https://fr.wikipedia.org/wiki/Crétacé_inférieur,https://en.wikipedia.org/wiki/Early_Cretaceous,A time period from 143.1 to 100.5 million years ago,A time period from 143.1 to 100.5 million years ago,,#8CCD57,#000,#000
ischart:Cretaceous,geology-period,-143100000,-66000000,Crétacé,Cretaceous,https://fr.wikipedia.org/wiki/Crétacé,https://en.wikipedia.org/wiki/Cretaceous,A time period from 143.1 to 66.00 million years ago,A time period from 143.1 to 66.00 million years ago,,#7FC64E,#000,#000
ischart:Valanginian,geology-age,-137050000,-132600000,Valanginien,Valanginian,https://fr.wikipedia.org/wiki/Valanginien,https://en.wikipedia.org/wiki/Valanginian,A time period from 132.6 to 137.05 million years ago,A time period from 132.6 to 137.05 million years ago,,#99D36A,#000,#000
ischart:Hauterivian,geology-age,-132600000,-125770000,Hauterivien,Hauterivian,https://fr.wikipedia.org/wiki/Hauterivien,https://en.wikipedia.org/wiki/Hauterivian,A time period from 132.6 to 125.77 million years ago,A time period from 132.6 to 125.77 million years ago,,#A6D975,#000,#000
ischart:Barremian,geology-age,-125770000,-121400000,Barrémien,Barremian,https://fr.wikipedia.org/wiki/Barrémien,https://en.wikipedia.org/wiki/Barremian,A time period from 125.77 to 121.4 million years ago,A time period from 125.77 to 121.4 million years ago,,#B3DF7F,#000,#000
ischart:Aptian,geology-age,-121400000,-113200000,Aptien,Aptian,https://fr.wikipedia.org/wiki/Aptien,https://en.wikipedia.org/wiki/Aptian,A time period from 121.4 to 113.2 million years ago,A time period from 121.4 to 113.2 million years ago,,#BFE48A,#000,#000
ischart:Albian,geology-age,-113200000,-100500000,Albien,Albian,https://fr.wikipedia.org/wiki/Albien,https://en.wikipedia.org/wiki/Albian,A time period from 113.2 to 100.5 million years ago,A time period from 113.2 to 100.5 million years ago,,#CCEA97,#000,#000
ischart:Cenomanian,geology-age,-100500000,-93900000,Cénomanien,Cenomanian,https://fr.wikipedia.org/wiki/Cénomanien,https://en.wikipedia.org/wiki/Cenomanian,A time period from 100.5 to 93.9 million years ago,A time period from 100.5 to 93.9 million years ago,,#B3DE53,#000,#000
ischart:UpperCretaceous,geology-epoch,-100500000,-66000000,Crétacé tardif,Late,https://fr.wikipedia.org/wiki/Crétacé_supérieur,https://en.wikipedia.org/wiki/Late_Cretaceous,A time period from 100.5 to 66.00 million years ago,A time period from 100.5 to 66.00 million years ago,,#A6D84A,#000,#000
ischart:Turonian,geology-age,-93900000,-89800000,Turonien,Turonian,https://fr.wikipedia.org/wiki/Turonien,https://en.wikipedia.org/wiki/Turonian,A time period from 93.9 to 89.8 million years ago,A time period from 93.9 to 89.8 million years ago,,#BFE35D,#000,#000
ischart:Coniacian,geology-age,-89800000,-85700000,Coniacien,Coniacian,https://fr.wikipedia.org/wiki/Coniacien,https://en.wikipedia.org/wiki/Coniacian,A time period from 89.8 to 85.7 million years ago,A time period from 89.8 to 85.7 million years ago,,#CCE968,#000,#000
