id,group,type,name_fr,name_en,start,end,wiki_fr,wiki_en,credits_url,credits_attribution,size,cover,background,foreground,border
1765016878-183,dinosaurs-herbivorous,range,Hypacrosaurus,Hypacrosaurus,-70000000,-69000000,https://fr.wikipedia.org/wiki/Hypacrosaurus,https://en.wikipedia.org/wiki/Hypacrosaurus,https://www.nhm.ac.uk/discover/dino-directory/hypacrosaurus.html,Natural History Museum,9.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FHypacrosaurus.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016655-73,dinosaurs-herbivorous,range,Saltasaurus,Saltasaurus,-70000000,-66000000,https://fr.wikipedia.org/wiki/Saltasaurus,https://en.wikipedia.org/wiki/Saltasaurus,https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html,Natural History Museum,12.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fsalta.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016568-30,dinosaurs-herbivorous,range,Therizinosaurus,Therizinosaurus,-70000000,-69000000,https://fr.wikipedia.org/wiki/Therizinosaurus,https://en.wikipedia.org/wiki/Therizinosaurus,https://www.nhm.ac.uk/discover/dino-directory/therizinosaurus.html,Natural History Museum,10.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Ftherizinosaurus-ml.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016564-28,dinosaurs-herbivorous,range,Torosaurus,Torosaurus,-70000000,-66000000,https://fr.wikipedia.org/wiki/Torosaurus,https://en.wikipedia.org/wiki/Torosaurus,https://www.nhm.ac.uk/discover/dino-directory/torosaurus.html,Natural History Museum,7.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Ftoro.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016732-111,dinosaurs-herbivorous,range,Pachycephalosaurus,Pachycephalosaurus,-69000000,-66000000,https://fr.wikipedia.org/wiki/Pachycephalosaurus,https://en.wikipedia.org/wiki/Pachycephalosaurus,https://www.nhm.ac.uk/discover/dino-directory/pachycephalosaurus.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fpachycephalosaurus.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016513-3,dinosaurs-herbivorous,range,Zalmoxes,Zalmoxes,-69000000,-68000000,https://fr.wikipedia.org/wiki/Zalmoxes,https://en.wikipedia.org/wiki/Zalmoxes,https://www.nhm.ac.uk/discover/dino-directory/zalmoxes.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FZalmoxes.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765017124-304,dinosaurs-herbivorous,range,Ankylosaurus,Ankylosaurus,-68000000,-66000000,https://fr.wikipedia.org/wiki/Ankylosaurus,https://en.wikipedia.org/wiki/Ankylosaurus,https://www.nhm.ac.uk/discover/dino-directory/ankylosaurus.html,Natural History Museum,8.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fankylosaurus.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016559-26,dinosaurs-herbivorous,range,Triceratops,Triceratops,-68000000,-66000000,https://fr.wikipedia.org/wiki/Triceratops,https://en.wikipedia.org/wiki/Triceratops,https://www.nhm.ac.uk/discover/dino-directory/triceratops.html,Natural History Museum,9.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Ftriceratops-ml.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016840-164,dinosaurs-herbivorous,range,Leptoceratops,Leptoceratops,-67000000,-66000000,https://fr.wikipedia.org/wiki/Leptoceratops,https://en.wikipedia.org/wiki/Leptoceratops,https://www.nhm.ac.uk/discover/dino-directory/leptoceratops.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FLeptoceratops.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016590-41,dinosaurs-herbivorous,range,Stygimoloch,Stygimoloch,-67000000,-66000000,https://fr.wikipedia.org/wiki/Stygimoloch,https://en.wikipedia.org/wiki/Stygimoloch,https://www.nhm.ac.uk/discover/dino-directory/stygimoloch.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FStygimoloch.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016986-236,dinosaurs-herbivorous,range,Dracorex,Dracorex,-67000000,-66000000,https://fr.wikipedia.org/wiki/Dracorex,https://en.wikipedia.org/wiki/Dracorex,https://www.nhm.ac.uk/discover/dino-directory/dracorex.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FDracorex.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016773-131,dinosaurs-herbivorous,range,Nedoceratops,Nedoceratops,-67000000,-66000000,https://fr.wikipedia.org/wiki/Nedoceratops,https://en.wikipedia.org/wiki/Nedoceratops,https://www.nhm.ac.uk/discover/dino-directory/nedoceratops.html,Natural History Museum,7.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FDiceratops.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016661-76,dinosaurs-herbivorous or omnivorous,range,Riojasaurus,Riojasaurus,-221000000,-210000000,https://fr.wikipedia.org/wiki/Riojasaurus,https://en.wikipedia.org/wiki/Riojasaurus,https://www.nhm.ac.uk/discover/dino-directory/riojasaurus.html,Natural History Museum,5.2m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FRiojasaurus.jpg&w=828&q=75,oklch(72.3% 0.219 149.579),,
1765016795-142,dinosaurs-omnivorous,range,Melanorosaurus,Melanorosaurus,-227000000,-221000000,https://fr.wikipedia.org/wiki/Melanorosaurus,https://en.wikipedia.org/wiki/Melanorosaurus,https://www.nhm.ac.uk/discover/dino-directory/melanorosaurus.html,Natural History Museum,12.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FMelanorosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016570-31,dinosaurs-omnivorous,range,Thecodontosaurus,Thecodontosaurus,-227000000,-205000000,https://fr.wikipedia.org/wiki/Thecodontosaurus,https://en.wikipedia.org/wiki/Thecodontosaurus,https://www.nhm.ac.uk/discover/dino-directory/thecodontosaurus.html,Natural History Museum,2.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FThecodontosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765017019-252,dinosaurs-omnivorous,range,Coloradisaurus,Coloradisaurus,-221000000,-210000000,https://fr.wikipedia.org/wiki/Coloradisaurus,https://en.wikipedia.org/wiki/Coloradisaurus,https://www.nhm.ac.uk/discover/dino-directory/coloradisaurus.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FColoradisaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016801-145,dinosaurs-omnivorous,range,Massospondylus,Massospondylus,-208000000,-204000000,https://fr.wikipedia.org/wiki/Massospondylus,https://en.wikipedia.org/wiki/Massospondylus,https://www.nhm.ac.uk/discover/dino-directory/massospondylus.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fmassospon.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016517-5,dinosaurs-omnivorous,range,Yunnanosaurus,Yunnanosaurus,-205000000,-190000000,https://fr.wikipedia.org/wiki/Yunnanosaurus,https://en.wikipedia.org/wiki/Yunnanosaurus,https://www.nhm.ac.uk/discover/dino-directory/yunnanosaurus.html,Natural History Museum,7.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FYunnanosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765017073-279,dinosaurs-omnivorous,range,Beipiaosaurus,Beipiaosaurus,-127000000,-121000000,https://fr.wikipedia.org/wiki/Beipiaosaurus,https://en.wikipedia.org/wiki/Beipiaosaurus,https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FBeipiaosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765017051-268,dinosaurs-omnivorous,range,Caudipteryx,Caudipteryx,-125000000,-122000000,https://fr.wikipedia.org/wiki/Caudipteryx,https://en.wikipedia.org/wiki/Caudipteryx,https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html,Natural History Museum,1.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fcaudip.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016895-191,dinosaurs-omnivorous,range,Harpymimus,Harpymimus,-121000000,-99000000,https://fr.wikipedia.org/wiki/Harpymimus,https://en.wikipedia.org/wiki/Harpymimus,https://www.nhm.ac.uk/discover/dino-directory/harpymimus.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FHarpymimus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016949-218,dinosaurs-omnivorous,range,Erlikosaurus,Erlikosaurus,-99000000,-89000000,https://fr.wikipedia.org/wiki/Erlikosaurus,https://en.wikipedia.org/wiki/Erlikosaurus,https://www.nhm.ac.uk/discover/dino-directory/erlikosaurus.html,Natural History Museum,3.4m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FErlikosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016931-209,dinosaurs-omnivorous,range,Garudimimus,Garudimimus,-99000000,-89000000,https://fr.wikipedia.org/wiki/Garudimimus,https://en.wikipedia.org/wiki/Garudimimus,https://www.nhm.ac.uk/discover/dino-directory/garudimimus.html,Natural History Museum,4.7m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FGarudimimus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016921-204,dinosaurs-omnivorous,range,Gigantoraptor,Gigantoraptor,-96000000,-95000000,https://fr.wikipedia.org/wiki/Gigantoraptor,https://en.wikipedia.org/wiki/Gigantoraptor,https://www.nhm.ac.uk/discover/dino-directory/gigantoraptor.html,Natural History Museum,8.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fgigantoraptor.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016754-122,dinosaurs-omnivorous,range,Nothronychus,Nothronychus,-94000000,-89000000,https://fr.wikipedia.org/wiki/Nothronychus,https://en.wikipedia.org/wiki/Nothronychus,https://www.nhm.ac.uk/discover/dino-directory/nothronychus.html,Natural History Museum,5.3m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FNothronychus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016734-112,dinosaurs-omnivorous,range,Oviraptor,Oviraptor,-85000000,-75000000,https://fr.wikipedia.org/wiki/Oviraptor,https://en.wikipedia.org/wiki/Oviraptor,https://www.nhm.ac.uk/discover/dino-directory/oviraptor.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Foviraps.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016775-132,dinosaurs-omnivorous,range,Nanshiungosaurus,Nanshiungosaurus,-84000000,-71000000,https://fr.wikipedia.org/wiki/Nanshiungosaurus,https://en.wikipedia.org/wiki/Nanshiungosaurus,https://www.nhm.ac.uk/discover/dino-directory/nanshiungosaurus.html,Natural History Museum,4.4m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FNanshiungosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765017025-255,dinosaurs-omnivorous,range,Citipati,Citipati,-81000000,-75000000,https://fr.wikipedia.org/wiki/Citipati,https://en.wikipedia.org/wiki/Citipati,https://www.nhm.ac.uk/discover/dino-directory/citipati.html,Natural History Museum,2.1m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FCitipati.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016852-170,dinosaurs-omnivorous,range,Khaan,Khaan,-81000000,-75000000,https://fr.wikipedia.org/wiki/Khaan,https://en.wikipedia.org/wiki/Khaan,https://www.nhm.ac.uk/discover/dino-directory/khaan.html,Natural History Museum,1.8m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FKhaan.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765017090-287,dinosaurs-omnivorous,range,Avimimus,Avimimus,-80000000,-75000000,https://fr.wikipedia.org/wiki/Avimimus,https://en.wikipedia.org/wiki/Avimimus,https://www.nhm.ac.uk/discover/dino-directory/avimimus.html,Natural History Museum,1.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Favim.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765017031-258,dinosaurs-omnivorous,range,Chirostenotes,Chirostenotes,-79000000,-67000000,https://fr.wikipedia.org/wiki/Chirostenotes,https://en.wikipedia.org/wiki/Chirostenotes,https://www.nhm.ac.uk/discover/dino-directory/chirostenotes.html,Natural History Museum,1.7m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FChirostenotes.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016557-25,dinosaurs-omnivorous,range,Troodon,Troodon,-79000000,-75000000,https://fr.wikipedia.org/wiki/Troodon,https://en.wikipedia.org/wiki/Troodon,https://www.nhm.ac.uk/discover/dino-directory/troodon.html,Natural History Museum,,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Ftroodon.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016598-45,dinosaurs-omnivorous,range,Stenonychosaurus,Stenonychosaurus,-77000000,-74000000,https://fr.wikipedia.org/wiki/Stenonychosaurus,https://en.wikipedia.org/wiki/Stenonychosaurus,https://www.nhm.ac.uk/discover/dino-directory/stenonychosaurus.html,Natural History Museum,2.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fstenonychosaurus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016594-43,dinosaurs-omnivorous,range,Struthiomimus,Struthiomimus,-76000000,-74000000,https://fr.wikipedia.org/wiki/Struthiomimus,https://en.wikipedia.org/wiki/Struthiomimus,https://www.nhm.ac.uk/discover/dino-directory/struthiomimus.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fstruthio.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016899-193,dinosaurs-omnivorous,range,Hagryphus,Hagryphus,-75000000,-74000000,https://fr.wikipedia.org/wiki/Hagryphus,https://en.wikipedia.org/wiki/Hagryphus,https://www.nhm.ac.uk/discover/dino-directory/hagryphus.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FHagryphus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016624-58,dinosaurs-omnivorous,range,Shuvuuia,Shuvuuia,-75000000,-81000000,https://fr.wikipedia.org/wiki/Shuvuuia,https://en.wikipedia.org/wiki/Shuvuuia,https://www.nhm.ac.uk/discover/dino-directory/shuvuuia.html,Natural History Museum,0.6m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FShuvuuia.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016980-233,dinosaurs-omnivorous,range,Dromiceiomimus,Dromiceiomimus,-74000000,-70000000,https://fr.wikipedia.org/wiki/Dromiceiomimus,https://en.wikipedia.org/wiki/Dromiceiomimus,https://www.nhm.ac.uk/discover/dino-directory/dromiceiomimus.html,Natural History Museum,3.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fdromic.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016744-117,dinosaurs-omnivorous,range,Ornithomimus,Ornithomimus,-74000000,-66000000,https://fr.wikipedia.org/wiki/Ornithomimus,https://en.wikipedia.org/wiki/Ornithomimus,https://www.nhm.ac.uk/discover/dino-directory/ornithomimus.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fornithom.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016887-187,dinosaurs-omnivorous,range,Heyuannia,Heyuannia,-72000000,-68000000,https://fr.wikipedia.org/wiki/Heyuannia,https://en.wikipedia.org/wiki/Heyuannia,https://www.nhm.ac.uk/discover/dino-directory/heyuannia.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fheyuannia.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016756-123,dinosaurs-omnivorous,range,Nomingia,Nomingia,-72000000,-68000000,https://fr.wikipedia.org/wiki/Nomingia,https://en.wikipedia.org/wiki/Nomingia,https://www.nhm.ac.uk/discover/dino-directory/nomingia.html,Natural History Museum,1.6m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FNomingia.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016663-77,dinosaurs-omnivorous,range,Rinchenia,Rinchenia,-72000000,-68000000,https://fr.wikipedia.org/wiki/Rinchenia,https://en.wikipedia.org/wiki/Rinchenia,https://www.nhm.ac.uk/discover/dino-directory/rinchenia.html,Natural History Museum,2.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FRinchenia.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016998-242,dinosaurs-omnivorous,range,Deinocheirus,Deinocheirus,-70000000,-66000000,https://fr.wikipedia.org/wiki/Deinocheirus,https://en.wikipedia.org/wiki/Deinocheirus,https://www.nhm.ac.uk/discover/dino-directory/deinocheirus.html,Natural History Museum,10.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fdeinoc.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
1765016935-211,dinosaurs-omnivorous,range,Gallimimus,Gallimimus,-70000000,-69000000,https://fr.wikipedia.org/wiki/Gallimimus,https://en.wikipedia.org/wiki/Gallimimus,https://www.nhm.ac.uk/discover/dino-directory/gallimimus.html,Natural History Museum,6.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fgallimimus.jpg&w=828&q=75,oklch(76.9% 0.188 70.08),,
dinosaurs-extinctions,dinosaurs,point,Extinction Crétacé-Paléogène,Cretaceous–Paleogene extinction event,-66000000,,https://fr.wikipedia.org/wiki/Extinction_Cr%C3%A9tac%C3%A9-Pal%C3%A9og%C3%A8ne,https://en.wikipedia.org/wiki/Cretaceous%E2%80%93Paleogene_extinction_event,,,,,,,oklch(64.5% 0.246 16.439)
